Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT,2015,AUT,Gasolina,4,145.0,1.8,AUTOS COMPACTOS,13.39,20.79,15.94,11.96,195.0,7.0,7,9
HYUNDAI,ELANTRA,4PTS 1.8L 4CIL 145HP AUT,2016,AUT,Gasolina,4,145.0,1.8,AUTOS COMPACTOS,13.39,20.79,17.33,13.0,179.0,7.0,8,9
SEAT,TOLEDO,4PTS 1.6L 4CIL 105HP MAN,2013,MAN,Gasolina,4,105.0,1.6,AUTOS COMPACTOS,13.36,22.32,16.31,12.23,191.0,75.0,7,4
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP MAN,2014,MAN,Gasolina,4,138.0,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202.0,32.0,7,6
CHEVROLET,CRUZE,LS 4PTS 1.8L 4CIL 138HP MAN,2015,MAN,Gasolina,4,138.0,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202.0,32.0,7,6
KIA,FORTE,4PTAS 2.0L 4CIL 150HP AUT,2018,AUT,Gasolina,4,150.0,2.0,AUTOS COMPACTOS,13.35,20.07,17.11,12.83,182.0,10.0,8,9
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 139HP MAN,2016,MAN,Gasolina,4,139.0,1.8,AUTOS COMPACTOS,13.35,19.02,15.42,11.56,202.0,30.0,7,6
MERCEDES,A180,CGI 5PTS 1.6L 4CIL 121HP MAN TURBO,2013,MAN,Gasolina,4,121.0,1.6,AUTOS COMPACTOS,13.33,23.25,17.88,13.41,174.0,12.0,8,9
MERCEDES,A200,CGI 5PTS 1.6L 4CIL 154HP MAN TURBO,2013,MAN,Gasolina,4,154.0,1.6,AUTOS COMPACTOS,13.33,22.72,17.76,13.32,175.0,12.0,8,9
CHEVROLET,MALIBU,LS 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,4,196.0,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197.0,6.0,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT,2014,AUT,Gasolina,4,196.0,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197.0,6.0,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Tela,2015,AUT,Gasolina,4,196.0,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197.0,6.0,7,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 196HP AUT Piel,2015,AUT,Gasolina,4,196.0,2.5,AUTOS COMPACTOS,13.31,20.45,15.79,11.84,197.0,6.0,7,9
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP MAN,2011,MAN,Gasolina,4,140.0,2.0,AUTOS COMPACTOS,13.3,18.4,15.2,11.4,205.0,20.0,7,7
NISSAN,SENTRA,4PTS 2.0L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140.0,2.0,AUTOS COMPACTOS,13.3,18.4,15.2,11.4,205.0,20.0,7,7
VW,BEETLE,2PTS 2.0L 4CIL 210HP DSG TURBO,2015,DSG,Gasolina,4,210.0,2.0,AUTOS COMPACTOS,13.3,19.9,15.63,11.72,199.0,6.0,7,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185.0,2.4,AUTOS COMPACTOS,13.3,21.36,17.4,13.05,179.0,9.0,8,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2018,AUT,Gasolina,4,185.0,2.4,AUTOS COMPACTOS,13.3,21.36,17.4,13.05,179.0,9.0,8,9
KIA,OPTIMA,4PTAS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185.0,2.4,AUTOS COMPACTOS,13.3,21.36,16.02,12.02,194.0,9.0,7,9
KIA,FORTE,4PTAS 2.0L 4CIL 158HP MAN,2016,MAN,Gasolina,4,158.0,2.0,AUTOS COMPACTOS,13.29,19.94,15.64,11.73,199.0,24.0,7,7
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 150HP MAN,2014,MAN,Gasolina,4,150.0,2.0,AUTOS COMPACTOS,13.25,18.87,15.3,11.48,203.0,9.0,7,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 150HP CVT,2014,CVT,Gasolina,4,150.0,2.0,AUTOS COMPACTOS,13.25,18.87,15.3,11.48,203.0,9.0,7,9
NISSAN,TIIDA,4PTAS 1.8L 4CIL 125HP AUT,2016,AUT,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,13.24,18.51,15.19,11.39,205.0,126.0,7,2
VW,BEETLE,2PTS 2.0L 4CIL 200HP DSG TURBO,2013,DSG,Gasolina,4,200.0,2.0,AUTOS COMPACTOS,13.2,20.14,15.62,11.72,199.0,14.0,7,8
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2014,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
VW,JETTA,MKVI GLI 4PTS 2.0L 4CIL 210HP MAN TURBO FSI,2015,MAN,Gasolina,4,210.0,2.0,AUTOS COMPACTOS,13.2,23.5,16.44,12.33,189.0,19.0,7,7
HONDA,CITY,LX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
HONDA,CITY,DX 4PTS 1.5L 4CIL 118HP MAN,2016,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP MAN,2017,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
HONDA,CITY,DX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
HONDA,CITY,LX 4PTAS 1.5L 4CIL 118HP MAN,2018,MAN,Gasolina,4,118.0,1.5,AUTOS COMPACTOS,13.2,20.4,17.08,12.81,182.0,2.0,8,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2011,MAN,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217.0,9.0,6,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2012,MAN,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217.0,9.0,6,9
MITSUBISHI,LANCER,4PTS 2.0L 4CIL 152HP MAN,2013,MAN,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,16.08,14.33,10.75,217.0,9.0,6,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2017,AUT,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,18.49,16.51,12.38,188.0,10.0,7,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2018,AUT,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,18.49,16.51,12.38,188.0,10.0,7,9
KIA,SOUL,5PTAS 2.0L 4CIL 152HP AUT,2016,AUT,Gasolina,4,152.0,2.0,AUTOS COMPACTOS,13.16,18.49,15.12,11.34,206.0,10.0,7,9
MERCEDES,B180,CGI 5PTS 1.6L 4CIL 121HP AUT TURBO,2013,AUT,Gasolina,4,121.0,1.6,AUTOS COMPACTOS,13.15,20.83,17.15,12.86,181.0,12.0,8,9
KIA,FORTE,4PTAS 2.0L 4CIL 150HP AUT,2017,AUT,Gasolina,4,150.0,2.0,AUTOS COMPACTOS,13.14,21.36,17.28,12.96,180.0,7.0,8,9
NISSAN,TIIDA,4PTAS 1.8L 4CIL 125HP MAN,2016,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,13.1,18.44,15.06,11.3,206.0,95.0,7,3
FORD,FOCUS,SEDAN 4PTS 2.0L 4CIL 160HP MAN,2016,MAN,Gasolina,4,160.0,2.0,AUTOS COMPACTOS,13.06,19.98,15.47,11.6,201.0,19.0,7,8
MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 148HP AUT,2011,AUT,Gasolina,4,148.0,2.0,AUTOS COMPACTOS,13.0,20.3,15.51,11.63,200.0,4.0,7,9
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,13.0,17.8,14.8,11.1,210.0,26.0,7,6
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,13.0,17.8,14.8,11.1,210.0,95.0,7,3
DODGE,DART,4PTS 2.0L 4CIL 160HP AUT,2013,AUT,Gasolina,4,160.0,2.0,AUTOS COMPACTOS,13.0,20.57,15.58,11.69,200.0,7.0,7,9
NISSAN,TIIDA,HATCHBACK 5PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,13.0,17.8,14.8,11.1,210.0,95.0,7,3
VW,BEETLE,2PTS 2.0L 4CIL 210HP DSG TURBO,2014,DSG,Gasolina,4,210.0,2.0,AUTOS COMPACTOS,13.0,19.6,15.32,11.49,203.0,6.0,7,9
VW,JETTA,MKVI GLI 4PTS 2.0L 4CIL 210HP DSG TURBO FSI,2015,DSG,Gasolina,4,210.0,2.0,AUTOS COMPACTOS,13.0,23.7,16.31,12.24,191.0,19.0,7,7
KIA,FORTE,4PTAS 2.0L 4CIL 150HP MAN,2017,MAN,Gasolina,4,150.0,2.0,AUTOS COMPACTOS,12.98,20.24,16.87,12.65,184.0,24.0,7,6
KIA,FORTE,4PTAS 2.0L 4CIL 158HP AUT,2016,AUT,Gasolina,4,158.0,2.0,AUTOS COMPACTOS,12.93,20.76,15.57,11.68,200.0,9.0,7,9
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140.0,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203.0,7.0,7,9
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140.0,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203.0,7.0,7,9
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2011,AUT,Gasolina,4,140.0,1.8,AUTOS COMPACTOS,12.9,19.9,15.33,11.49,203.0,7.0,7,9
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2011,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211.0,29.0,6,6
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2012,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211.0,95.0,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2013,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211.0,95.0,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2014,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211.0,95.0,6,3
NISSAN,TIIDA,SEDAN 4PTS 1.8L 4CIL 125HP MAN,2015,MAN,Gasolina,4,125.0,1.8,AUTOS COMPACTOS,12.9,17.8,14.72,11.04,211.0,95.0,6,3
KIA,SOUL,5PTAS 1.6L 4CIL 122HP MAN,2016,MAN,Gasolina,4,122.0,1.6,AUTOS COMPACTOS,12.9,17.59,14.66,10.99,212.0,25.0,6,7
CHEVROLET,CRUZE,4PTS 1.4L 4CIL 138HP AUT TURBO,2016,AUT,Gasolina,4,138.0,1.4,AUTOS COMPACTOS,12.85,21.18,15.62,11.71,199.0,34.0,7,6
CHEVROLET,CRUZE,LTZ 4PTS 1.4L 4CIL 138HP AUT TURBO,2015,AUT,Gasolina,4,138.0,1.4,AUTOS COMPACTOS,12.85,21.18,15.61,11.71,199.0,32.0,7,6
