Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire
NISSAN,PATHFINDER,4X2 5PTS 4.0L 6CIL 266HP AUT,2012,AUT,Gasolina,6,266.0,4.0,CAMIONETAS DE USO MULTIPLE (SUV),7.8,12.7,9.44,7.08,329.0,14.0,2,8
BMW,X5,M 4X4 5PTAS 4.4L 8CIL 575HP AUT BITURBO,2016,AUT,Gasolina,8,575.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.8,12.4,9.36,7.02,332.0,22.0,2,7
LINCOLN,MKX,AWD 5PTS 3.7L 6CIL 305HP AUT,2014,AUT,Gasolina,6,305.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.79,11.79,9.19,6.89,338.0,12.0,2,9
LINCOLN,MKX,FWD 5PTS 3.7L 6CIL 305HP AUT,2014,AUT,Gasolina,6,305.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.79,11.79,9.19,6.89,338.0,12.0,2,9
LINCOLN,MKX,AWD 5PTS 3.7L 6CIL 305HP AUT,2015,AUT,Gasolina,6,305.0,3.7,CAMIONETAS DE USO MULTIPLE (SUV),7.79,11.79,9.19,6.89,338.0,20.0,2,7
CHEVROLET,SUBURBAN,5PTS 5.3L 8CIL 320HP AUT,2014,AUT,Gasolina,8,320.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.78,12.49,9.37,7.03,332.0,6.0,2,9
CHEVROLET,TAHOE,5PTS 5.3L 8CIL 320HP AUT,2014,AUT,Gasolina,8,320.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.78,12.49,9.37,7.03,332.0,6.0,2,9
CADILLAC,ESCALADE,SUV 4WD 5PTS 6.2L 8CIL 425HP AUT,2016,AUT,Gasolina,8,425.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.78,12.46,9.36,7.02,332.0,6.0,2,9
GMC,YUKON,DENALI AWD 5PTS 6.2L 8CIL 420HP AUT,2016,AUT,Gasolina,8,420.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.78,12.46,9.36,7.02,332.0,6.0,2,9
LINCOLN,NAVIGATOR,L 4WD 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.78,11.59,9.13,6.84,341.0,6.0,2,9
FORD,EXPEDITION,XL 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.75,12.03,9.23,6.92,337.0,6.0,2,9
FORD,EXPEDITION,LIMITED 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.75,12.03,9.23,6.92,337.0,6.0,2,9
FORD,EXPEDITION,KING RANCH 4X2 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.75,12.03,9.23,6.92,337.0,6.0,2,9
AUDI,Q7,5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2013,TIPTRONIC,Diesel,8,340.0,4.2,CAMIONETAS DE USO MULTIPLE (SUV),7.75,12.04,10.54,7.91,339.0,312.0,2,6
CHEVROLET,TAHOE,4X4 5PTS 5.3L 8CIL 355HP AUT,2015,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.74,13.41,9.56,7.17,325.0,17.0,2,8
CADILLAC,ESCALADE SUV,SUV AWD 5PTAS 6.2L 8CIL 425HP AUT,2017,AUT,Gasolina,8,425.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.74,11.78,9.15,6.86,340.0,6.0,2,9
GMC,YUKON,DENALI 5PTAS 6.2L 8CIL 425HPAUT,2017,AUT,Gasolina,8,425.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.74,11.78,9.15,6.86,340.0,6.0,2,9
CHEVROLET,TAHOE,LTZ 4X4 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.74,13.41,9.55,7.17,325.0,17.0,2,8
CHEVROLET,TAHOE,Z71 4X4 5PTS 5.3L 8CIL 355HP AUT,2016,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.74,13.41,9.55,7.17,325.0,17.0,2,8
CHEVROLET,TAHOE,Z71 4X4 5PTAS 5.3L 8CIL 355HP AUT,2017,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.74,13.41,9.55,7.17,325.0,17.0,2,8
TOYOTA,HIGHLANDER,2WD 5PTS 3.5L 6CIL 270HP AUT,2011,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,10.2,8.65,6.49,359.0,12.0,1,9
TOYOTA,HIGHLANDER,2WD 5PTS 3.5L 6CIL 270HP AUT,2012,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,10.2,8.65,6.49,359.0,12.0,1,9
TOYOTA,HIGHLANDER,2WD 5PTS 3.5L 6CIL 270HP AUT,2013,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,10.2,8.65,6.49,359.0,12.0,1,9
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2014,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,11.7,9.1,6.83,342.0,22.0,2,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2015,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,11.7,9.1,6.83,342.0,22.0,2,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2016,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,11.7,9.1,6.83,342.0,22.0,2,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2017,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.7,11.7,9.1,6.83,342.0,22.0,2,7
BMW,X6,M 4X4 5PTAS 4.4L 8CIL 575HP AUT BITURBO,2016,AUT,Gasolina,8,575.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.7,12.2,9.23,6.92,337.0,22.0,2,7
BMW,X5,xDRIVE 50iA 5PTAS 4.4L 8CIL 450HP TURBO AUT,2017,AUT,Gasolina,8,450.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.7,12.8,10.7,8.03,291.0,44.0,3,5
BUICK,ENCLAVE,AWD 5PTAS 3.6L 6CIL 288HP AUT,2017,AUT,Gasolina,6,288.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.69,12.8,9.38,7.03,332.0,6.0,2,9
CHEVROLET,SUBURBAN,4X4 5PTS 5.3L 8CIL 320HP AUT,2014,AUT,Gasolina,8,320.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.69,12.28,9.25,6.93,336.0,6.0,2,9
BMW,X5,xDrive 50iA 5PTS 4.4L 8CIL 450HP AUT BITURBO,2016,AUT,Gasolina,8,450.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.69,12.82,10.7,8.02,291.0,44.0,3,5
MERCEDES,GLE 350,4MATIC 5PTAS 3.0L 6CIL 301HP AUT TURBO,2016,AUT,Gasolina,6,301.0,2.996,CAMIONETAS DE USO MULTIPLE (SUV),7.66,10.2,9.92,7.44,314.0,25.0,3,6
MERCEDES,GLE 350,AMG 5PTAS 3.0L 6CIL 301HP TURBO AUT,2018,AUT,Gasolina,6,301.0,2.996,CAMIONETAS DE USO MULTIPLE (SUV),7.66,10.2,9.92,7.44,314.0,25.0,3,6
GMC,YUKON,4WD 5PTS 6.2L 8CIL 420HP AUT,2015,AUT,Gasolina,8,420.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.65,12.16,9.18,6.89,339.0,6.0,2,9
LINCOLN,NAVIGATOR,4WD 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.64,11.17,8.91,6.68,349.0,6.0,1,9
CHRYSLER,TOWN & COUNTRY,Li 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.63,13.79,9.55,7.16,326.0,12.0,2,9
CHRYSLER,TOWN & COUNTRY,LX 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.63,13.79,9.55,7.16,326.0,12.0,2,9
CHRYSLER,TOWN & COUNTRY,TOURING 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.63,13.79,9.55,7.16,326.0,12.0,2,9
CHRYSLER,TOWN & COUNTRY,LIMITED 5PTS 3.6L 6CIL 283HP AUT,2014,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.63,13.79,9.55,7.16,326.0,12.0,2,9
BMW,X6,xDrive 50iA 5PTS 4.4L 8CIL 450HP AUT BITURBO,2016,AUT,Gasolina,8,450.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.63,12.82,10.65,7.98,292.0,44.0,3,5
CHRYSLER,TOWN & COUNTRY,5PTAS 3.6L 6CIL 283HP AUT,2016,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.63,13.79,9.55,7.16,326.0,10.0,2,9
FORD,EXPEDITION,LIMITED 4X4 5PTS 3.5L 6CIL 365HP AUT TURBO,2016,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.63,11.63,9.03,6.77,344.0,6.0,1,9
LAND ROVER,DEFENDER,110 DIESEL 5PTS 2.5L 4CIL 120HP MAN,2011,M6,Diesel,4,120.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,10.6,10.0,7.5,357.0,350.0,1,6
LAND ROVER,DEFENDER,110 5PTS 2.5L 4CIL 120HP MAN DIESEL,2012,MAN,Diesel,4,120.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,10.6,10.0,7.5,357.0,35.0,1,6
NISSAN,URVAN,NV350 12 PSAJS 4PTS 2.5L 4CIL 145HP MAN,2014,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,11.6,10.3,7.73,302.0,11.0,3,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2015,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,11.6,10.3,7.73,302.0,11.0,3,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2016,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,11.6,10.3,7.73,302.0,11.0,3,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2017,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.6,11.6,10.3,7.73,302.0,11.0,3,9
BMW,X6,xDRIVE 50iA 5PTAS 4.4L 8CIL 450HP TURBO AUT,2017,AUT,Gasolina,8,450.0,4.4,CAMIONETAS DE USO MULTIPLE (SUV),7.6,12.8,10.62,7.96,293.0,44.0,3,5
PORSCHE,CAYENNE,TURBO 5PTS 4.8L 8CIL 500HP TIP QUATTRO,2013,TIP,Gasolina,8,500.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.59,12.94,9.32,6.99,333.0,13.0,2,8
PORSCHE,CAYENNE,TURBO S 5PTS 4.8L 8CIL 550HP TIP QUATTRO,2013,TIP,Gasolina,8,550.0,4.8,CAMIONETAS DE USO MULTIPLE (SUV),7.59,12.94,9.32,6.99,333.0,13.0,2,8
CHEVROLET,SUBURBAN,4WD 5PTS 5.3L 8CIL 355HP AUT,2015,AUT,Gasolina,8,355.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.59,12.98,9.33,7.0,333.0,20.0,2,7
BMW,X5,xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT STEPTRONIC,2011,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.05,10.4,7.8,299.0,17.0,3,6
BMW,X6,xDRIVE 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2011,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.05,10.4,7.8,299.0,17.0,3,6
BMW,X5,xDRIVE35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.05,10.4,7.8,299.0,17.0,3,6
BMW,X6,xDRIVE35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2012,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.04,10.4,7.8,299.0,17.0,3,6
BMW,X5,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.05,10.4,7.8,299.0,17.0,3,6
BMW,X6,xDrive 35iA 5PTS 3.0L 6CIL 306HP AUT TURBO,2013,AUT,Gasolina,6,306.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.05,10.4,7.8,299.0,17.0,3,6
PORSCHE,CAYENNE,5PTS 3.6L 6CIL 300HP TIP TRACCION INTEGRAL,2014,TIPTRONIC,Gasolina,6,300.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.57,12.5,9.2,6.9,338.0,25.0,2,6
CADILLAC,ESCALADE,ESV 4WD 5PTS 6.2L 8CIL 425HP AUT,2016,AUT,Gasolina,8,425.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.57,11.82,9.03,6.77,344.0,6.0,1,9
CADILLAC,ESCALADE ESV,ESV AWD 5PTAS 6.2L 8CIL 425HP AUT,2017,AUT,Gasolina,8,425.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.57,11.82,9.03,6.77,344.0,6.0,1,9
NISSAN,PATHFINDER,4X4 5PTS 4.0L 6CIL 266HP AUT,2011,AUT,Gasolina,6,266.0,4.0,CAMIONETAS DE USO MULTIPLE (SUV),7.5,11.6,8.92,6.69,349.0,14.0,1,8
NISSAN,PATHFINDER,4X4 5PTS 4.0L 6CIL 266HP AUT,2012,AUT,Gasolina,6,266.0,4.0,CAMIONETAS DE USO MULTIPLE (SUV),7.5,11.6,8.92,6.69,349.0,14.0,1,8
NISSAN,URVAN,NV350 PANEL AA 4PTS 2.5L 4CIL 145HP MAN,2014,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.5,10.9,8.72,6.54,356.0,22.0,1,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2015,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.5,10.9,8.72,6.54,356.0,22.0,1,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2016,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.5,10.9,8.72,6.54,356.0,22.0,1,7
NISSAN,URVAN,NV350 PANEL 4PTS 2.5L 4CIL 145HP MAN,2017,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.5,10.9,8.72,6.54,356.0,22.0,1,7
LAND ROVER,LR2,4WD 5PTS 2.0L 4CIL 237HP AUT TURBO,2013,AUT,Gasolina,4,237.0,2.0,CAMIONETAS DE USO MULTIPLE (SUV),7.4,13.3,10.56,7.92,294.0,8.0,3,9
LINCOLN,NAVIGATOR,5PTAS 3.5L 6CIL 365HP AUT TURBO,2017,AUT,Gasolina,6,365.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.39,11.11,8.7,6.53,357.0,6.0,1,9
FORD,EXPEDITION,5PTS 5.4L 8CIL 300HP AUT,2014,AUT,Gasolina,8,300.0,5.4,CAMIONETAS DE USO MULTIPLE (SUV),7.36,11.85,8.87,6.65,350.0,12.0,1,9
FORD,EXPEDITION,MAX 5PTS 5.4L 8CIL 300HP AUT,2014,AUT,Gasolina,8,300.0,5.4,CAMIONETAS DE USO MULTIPLE (SUV),7.36,11.85,8.87,6.65,350.0,12.0,1,9
MERCEDES,GLK300,5PTS 3.0L 6CIL 228HP AUT,2011,G TRONIC,Gasolina,6,228.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.35,12.04,10.21,7.66,304.0,17.0,3,6
MERCEDES,GLK300,5PTS 3.0L 6CIL 228HP AUT,2012,AUT,Gasolina,6,228.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.35,12.05,10.22,7.66,304.0,17.0,3,6
MERCEDES,GLK300,CGI 4MATIC 5PTS 3.0L 6CIL 228HP AUT,2013,AUT,Gasolina,6,228.0,3.0,CAMIONETAS DE USO MULTIPLE (SUV),7.35,12.05,10.22,7.66,304.0,17.0,3,6
LAND ROVER,DEFENDER,110 5PTS 2.2L 4CIL 122HP MAN DIESEL,2012,MAN,Diesel,4,122.0,2.2,CAMIONETAS DE USO MULTIPLE (SUV),7.35,10.3,9.72,7.29,368.0,321.0,1,6
LAND ROVER,DEFENDER,110 5PTS 2.2L 4CIL 122HP MAN DIESEL,2013,MAN,Diesel,4,122.0,2.2,CAMIONETAS DE USO MULTIPLE (SUV),7.35,10.3,9.72,7.29,368.0,321.0,1,6
CADILLAC,ESCALADE,SUV 4X4 5PTS 6.2L 8CIL 420HP AUT,2015,AUT,Gasolina,8,420.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.35,11.81,8.85,6.64,351.0,6.0,1,9
CADILLAC,ESCALADE,ESV 4X4 5PTS 6.2L 8CIL 420HP AUT,2015,AUT,Gasolina,8,420.0,6.2,CAMIONETAS DE USO MULTIPLE (SUV),7.35,11.81,8.85,6.64,351.0,6.0,1,9
INFINITI,QX70,4X4 70 5PTAS 5.0L 8CIL 390HP AUT,2016,AUT,Gasolina,8,390.0,5.0,CAMIONETAS DE USO MULTIPLE (SUV),7.33,11.17,8.67,6.5,359.0,10.0,1,9
FORD,EXPEDITION,4PTS 5.4L 8CIL 300HP AUT,2011,AUT,Gasolina,8,300.0,5.4,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.5,8.74,6.55,356.0,12.0,1,9
NISSAN,URVAN,TOLDO ESTÁNDAR 5PTS 2.5L 4CIL 144HP MAN,2011,M5,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,TOLDO ALTO 5PTS 2.5L 4CIL 144HP MAN,2011,M5,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,PASAJEROS 4PTS 2.5L 4CIL 144HP MAN,2011,M5,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,PASAJEROS 4PTS 2.5L 4CIL 144HP MAN,2012,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,TOLDO ALTO 5PTS 2.5L 4CIL 144HP MAN,2012,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,TOLDO ESTÁNDAR 5PTS 2.5L 4CIL 144HP MAN,2012,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
INFINITI,FX50,4WD 5PTS 5.0L 8CIL 390HP AUT,2012,AUT,Gasolina,8,390.0,5.0,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.2,8.66,6.49,359.0,20.0,1,7
FORD,EXPEDITION,5PTS 5.4L 8CIL 300HP AUT,2012,AUT,Gasolina,8,300.0,5.4,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.5,8.74,6.55,356.0,12.0,1,9
NISSAN,URVAN,TOLDO ESTÁNDAR 5PTS 2.5L 4CIL 144HP MAN,2013,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,TOLDO ALTO 4PTS 2.5L 4CIL 144HP MAN,2013,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
NISSAN,URVAN,PASAJEROS 4PTS 2.5L 4CIL 144HP MAN,2013,MAN,Gasolina,4,144.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.5,8.46,6.35,367.0,32.0,0,6
FORD,EXPEDITION,5PTS 5.4L 8CIL 300HP AUT,2013,AUT,Gasolina,8,300.0,5.4,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.5,8.74,6.55,356.0,12.0,1,9
INFINITI,FX50,4WD 5PTS 5.0L 8CIL 390HP AUT,2013,AUT,Gasolina,8,390.0,5.0,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.2,8.66,6.49,359.0,10.0,1,9
NISSAN,URVAN,NV350 15 PSAJS 4PTS 2.5L 4CIL 145HP MAN,2014,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.9,9.86,7.4,315.0,11.0,3,9
INFINITI,QX70,5PTS 5.0L 8CIL 390HP AUT,2014,AUT,Gasolina,8,390.0,5.0,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.2,8.66,6.49,359.0,10.0,1,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2015,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.9,9.86,7.4,315.0,11.0,3,9
INFINITI,QX70,5PTS 5.0L 8CIL 390HP AUT,2015,AUT,Gasolina,8,390.0,5.0,CAMIONETAS DE USO MULTIPLE (SUV),7.3,11.2,8.66,6.49,359.0,10.0,1,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2016,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.9,9.86,7.4,315.0,11.0,3,9
NISSAN,URVAN,NV350 PASAJEROS 4PTS 2.5L 4CIL 145HP MAN,2017,MAN,Gasolina,4,145.0,2.5,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.9,9.86,7.4,315.0,11.0,3,9
HYUNDAI,SANTA FE,FWD 5PTAS 2.4L 4CIL 190HP AUT,2017,AUT,Gasolina,4,190.0,2.4,CAMIONETAS DE USO MULTIPLE (SUV),7.3,10.2,8.37,6.28,371.0,11.0,0,9
CHRYSLER,TOWN & COUNTRY,5PTS 3.6L 6CIL 283HP AUT,2015,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.29,12.34,10.24,7.68,304.0,10.0,3,9
JEEP,WRANGLER,4x4 2PTS 3.8L 6CIL 205HP MAN,2011,MAN,Gasolina,6,205.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),7.27,9.5,8.13,6.1,382.0,13.0,0,8
JEEP,WRANGLER,4x4 UNLIMITED 4PTS 3.8L 6CIL 205HP MAN,2011,MAN,Gasolina,6,205.0,3.8,CAMIONETAS DE USO MULTIPLE (SUV),7.27,9.5,8.13,6.1,382.0,13.0,0,8
CHRYSLER,TOWN & COUNTRY,5PTS 3.6L 6CIL 283HP AUT,2012,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.27,12.3,8.91,6.68,349.0,13.0,1,8
VW,ROUTAN,5PTS 3.6L 6CIL 283HP TIP,2012,TIP,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.27,12.3,8.91,6.68,349.0,13.0,1,8
CHRYSLER,TOWN & COUNTRY,5PTS 3.6L 6CIL 283HP AUT,2013,AUT,Gasolina,6,283.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.27,12.3,8.91,6.68,349.0,13.0,1,8
CHEVROLET,TAHOE,5PTS 5.3L 8CIL 320HP AUT,2013,AUT,Gasolina,8,320.0,5.3,CAMIONETAS DE USO MULTIPLE (SUV),7.27,12.44,8.94,6.71,348.0,6.0,1,9
JEEP,WRANGLER,SAHARA 4X4 3PTS 3.6L 6CIL 285HP AUT,2015,AUT,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.21,11.52,9.96,7.47,312.0,5.0,3,9
JEEP,WRANGLER,SAHARA 4X4 2PTS 3.6L 6CIL 285HP AUT,2014,AUT,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.21,11.52,8.67,6.5,359.0,19.0,1,7
JEEP,WRANGLER,SAHARA 4X4 3PTAS 3.6L 6CIL 285HP AUT,2016,AUT,Gasolina,6,285.0,3.6,CAMIONETAS DE USO MULTIPLE (SUV),7.21,11.52,8.67,6.5,359.0,5.0,1,9
LAND ROVER,LR2,4PTS 3.2L 6CIL 230HP AUT,2011,AUT,Gasolina,6,230.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.3,9.28,6.96,335.0,24.0,2,6
TOYOTA,HIGHLANDER,4WD 5PTS 3.5L 6CIL 270HP AUT,2011,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.8,8.18,6.13,380.0,12.0,0,9
TOYOTA,HIGHLANDER,4WD 5PTS 3.5L 6CIL 270HP AUT,2012,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.8,8.18,6.13,380.0,12.0,0,9
LAND ROVER,LR2,4PTS 3.2L 6CIL 230HP AUT,2012,AUT,Gasolina,6,230.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.3,8.01,6.01,388.0,24.0,0,7
TOYOTA,HIGHLANDER,4WD 5PTS 3.5L 6CIL 270HP AUT,2013,AUT,Gasolina,6,270.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.8,8.18,6.13,380.0,12.0,0,9
LAND ROVER,LR2,5PTS 3.2L 6CIL 230HP AUT,2013,AUT,Gasolina,6,230.0,3.2,CAMIONETAS DE USO MULTIPLE (SUV),7.2,9.3,8.01,6.01,388.0,24.0,0,7
ACURA,MDX,2WD 5PTS 3.5L 6CIL 290HP AUT,2016,AUT,Gasolina,6,290.0,3.5,CAMIONETAS DE USO MULTIPLE (SUV),7.2,13.4,10.4,7.8,299.0,16.0,3,6
